"X_UWI_DISPLAY","UWI.x","SURFACE_LATITUDE","SURFACE_LONGITUDE","X_TD_TVD","DRILL_TD","X_ONPROD_DATE","RIG_RELEASE_DATE","PROFILE_TYPE","PSUM_POOL_NAME","PSUM_OPERATOR_NAME","peak_CGR","CGR_longterm","CGR_1","CGR_2","CGR_3","CGR_6","CGR_12","CGR_18","CGR_24"
"00/02-31-063-04W6/0","100023106304W600",54.505633,-118.62884,3085.56,6400,2015-04-02,2015-01-11,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD.",0.01,,0,0,0,0,,,
"00/02-35-075-13W6/0","100023507513W600",55.54934,-119.917605,2486.72,4492,2012-03-10,2011-09-30,"Horizontal","MONTNEY II","ADVANTAGE OIL & GAS LTD.",373.4013394618,,354.414830675607,207.754433064986,206.741984560771,162.383981355174,,,
"00/03-01-065-06W6/0","100030106506W600",54.605864,-118.776286,3097.4,4822,2015-05-01,2015-01-22,"Horizontal","MONTNEY UNDEFINED","HARVEST OPERATIONS CORP.",0.01,,0,0,0,0,0,,
"00/03-02-076-06W6/0","100030207606W600",55.548119,-118.844608,1725.26,3301,2009-11-19,2008-12-04,"Horizontal","MONTNEY C","CANADIAN NATURAL RESOURCES LIMITED",0.01,,0,0,0,0,,,
"00/03-04-064-04W6/0","100030406404W600",54.526906,-118.576812,3021.56,6138,2015-04-30,2015-03-29,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD.",0.01,,0,0,0,0,,,
"00/03-04-076-13W6/0","100030407613W600",55.558838,-119.98313,2395.42,4290,2011-12-15,2011-10-29,"Horizontal","COMMINGLED POOL 036","ADVANTAGE OIL & GAS LTD.",241.432588749782,,187.930318875594,162.628249001625,146.725075896927,98.7313606699552,105.857902217226,87.534837544642,157.023159502014
"00/03-05-064-03W6/3","100030506403W603",54.512971,-118.442576,2914.06,4715,2015-02-01,2014-10-30,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD.",254.892282263669,,0,0.027422998350016,0,0.0311272466779911,0,,
"00/03-05-068-04W6/0","100030506804W600",54.835819,-118.579541,2298.76,4015,2015-01-13,2014-11-05,"Horizontal","MONTNEY KKK","CANADIAN NATURAL RESOURCES LIMITED",254.979183370841,,0,0,0,0,,,
"00/03-05-071-09W6/0","100030507109W600",55.126067,-119.367023,2586.33,4400,2014-12-01,2014-10-15,"Horizontal","MONTNEY J","CONOCOPHILLIPS CANADA ENERGY PARTNERSHIP",501.530420767369,,130.979393945333,488.565825820892,217.215697434995,136.881368898752,,,
"00/03-05-076-09W6/0","100030507609W600",55.538343,-119.354087,2223.21,3526,2010-11-05,2010-09-28,"Horizontal","CMG POOL 009 - MONTNEY C,LL,JJJ","WHITECAP RESOURCES INC.",2.34711808394442,,0,1.15069750219353,0.730752228197128,1.8851852695511,0,0,0
"00/03-05-076-12W6/0","100030507612W600",55.563844,-119.856206,2588.02,5009,2015-11-17,2014-08-23,"Horizontal","MONTNEY UNDEFINED","ADVANTAGE OIL & GAS LTD.",0.01,,0,0,0,0,0,0,0
"00/03-07-070-09W6/2","100030707009W602",55.042826,-119.366308,2771.25,2783,,2005-12-11,"Vertical","MONTNEY UNDEFINED","ENCANA CORPORATION",8.49491980108837,,2.13082812496266,2.87972483709572,4.01729656937086,,,,
"00/03-08-073-11W6/0","100030807311W600",55.30213,-119.658222,2801.36,2802,,2012-03-19,"Vertical",,"HUSKY OIL OPERATIONS LIMITED",35205.206513777,,45.972737993875,52.2827025031571,67.2696262128322,40.053550969342,32.931463020283,,
"00/03-10-066-05W6/2","100031006605W602",54.705144,-118.675525,2965.48,4429,2010-07-30,2009-11-29,"Horizontal","MONTNEY A","PARAMOUNT RESOURCES LTD.",3235.96149747293,,283.232599906622,265.811123006705,238.677428443153,164.434345229409,121.532630881267,102.150555535635,108.43558447566
"00/03-10-066-05W6/3","100031006605W603",54.705144,-118.675525,2882.47,4496,2015-02-25,2014-12-16,"Horizontal","MONTNEY UNDEFINED","PARAMOUNT RESOURCES LTD.",192.112711955002,,181.234856595481,,,,,,
"00/03-10-070-09W6/0","100031007009W600",55.055559,-119.307622,2640.74,4486,2011-03-19,2010-11-04,"Horizontal","MONTNEY O","ENCANA CORPORATION",0.01,,0,0,0,0,0,0,
"00/03-11-071-09W6/0","100031107109W600",55.142561,-119.296993,2562.77,5252,2015-09-18,2015-05-13,"Horizontal","MONTNEY UNDEFINED","CONOCOPHILLIPS CANADA ENERGY PARTNERSHIP",,,,,,,,,
"00/03-13-066-05W6/3","100031306605W603",54.713804,-118.61913,2843.41,3495,2009-02-02,2008-11-09,"Horizontal","MONTNEY A","PARAMOUNT RESOURCES LTD.",1.1794955759971,,0,0,0,0,0,,
"00/03-13-071-09W6/0","100031307109W600",55.145963,-119.256208,2649.9,2800,2006-10-21,2006-07-02,"Vertical","CMG POOL 018 - HALFWAY, DOIG, MONTNEY","ENCANA CORPORATION",14.1073338816095,,0,0,0,,,,
"00/03-13-071-09W6/2","100031307109W602",55.145963,-119.256208,2649.9,2800,,2006-07-02,"Vertical","CMG POOL 018 - HALFWAY, DOIG, MONTNEY","ENCANA CORPORATION",324.656853213434,,0,0,0,,,,
"00/03-13-071-09W6/3","100031307109W603",55.145963,-119.256208,2649.9,2800,,2006-07-02,"Vertical","CMG POOL 018 - HALFWAY, DOIG, MONTNEY","ENCANA CORPORATION",114.590442523431,,0,0.0376636376913504,0,0,0,0,
"00/03-14-071-09W6/0","100031407109W600",55.158538,-119.302204,2552.21,4956,2013-02-08,2011-10-28,"Horizontal","MONTNEY W","ENCANA CORPORATION",87.9781359202767,,72.6394877533382,,,,,,
"00/03-14-077-13W6/0","100031407713W600",55.681374,-119.936456,2433.2,5055,2012-10-27,2012-06-11,"Horizontal","CMG POOL 027 - MONTNEY EEE,FFF,GGG","BIRCHCLIFF ENERGY LTD.",0.01,,0,0,0,0,0,,
"00/03-17-063-04W6/0","100031706304W600",54.459398,-118.569742,3228.55,4770,2015-03-07,2014-06-30,"Horizontal","MONTNEY UNDEFINED","PARAMOUNT RESOURCES LTD.",1.98366509706496,,0,0,0,0,0,0,0
"00/03-18-071-08W6/0","100031807108W600",55.152426,-119.24798,2490.34,4530,2013-08-19,2012-05-02,"Horizontal","CMG POOL 018 - HALFWAY, DOIG, MONTNEY","ENCANA CORPORATION",133.774225304028,,0.648745817908039,,,,,,
"00/03-20-065-03W6/0","100032006503W600",54.644867,-118.418472,2662.63,3773,2015-01-01,2014-11-28,"Horizontal","MONTNEY L","SINOPEC DAYLIGHT ENERGY LTD.",0.179723544967346,,0.163024301138734,0.165769331466608,0.0863583895408399,0.0862743015276551,0,0,0
"00/03-20-076-13W6/0","100032007613W600",55.603938,-119.997371,2342.44,3899,2009-01-20,2008-08-17,"Horizontal","COMMINGLED POOL 036","ADVANTAGE OIL & GAS LTD.",100.183899900779,,44.0181133823348,37.6179205079808,24.1023996131789,19.1313058026752,21.063413709403,38.1565777666204,35.4789278462903
"00/03-22-064-05W6/0","100032206405W600",54.569635,-118.702097,3082.16,6180,2015-04-24,2015-01-20,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD.",0.01,,0,0,0,0,0,0,
"00/03-23-064-06W6/0","100032306406W600",54.549421,-118.79592,3127.13,3199,,2013-03-23,"Vertical",,"PARAMOUNT RESOURCES LTD.",0.01,,0,0,0,0,0,0,
"00/03-24-066-05W6/0","100032406605W600",54.735076,-118.625175,2810.8,4549,2011-11-07,2010-05-10,"Horizontal","MONTNEY A","PARAMOUNT RESOURCES LTD.",0.01,,0,0,0,0,,,
"00/03-24-066-05W6/2","100032406605W602",54.735076,-118.625175,2810.8,4549,2011-11-08,2010-05-10,"Horizontal","CMG POOL 001 - 2WS,DUNV,CADOT,SPIRIT,MANN,NIK,CHARLK,MONTNY","PARAMOUNT RESOURCES LTD.",306.563570154123,,135.715624275937,103.45677733622,100.894833861178,87.2450527867937,93.5014000526099,114.077273623711,123.304673840493
"00/03-24-066-05W6/3","100032406605W603",54.735076,-118.625175,2810.8,4549,2011-11-08,2010-05-10,"Horizontal","CMG POOL 001 - 2WS,DUNV,CADOT,SPIRIT,MANN,NIK,CHARLK,MONTNY","PARAMOUNT RESOURCES LTD.",0.01,,0,0,0,,,,
"00/03-24-066-05W6/4","100032406605W604",54.735076,-118.625175,2810.8,4549,2011-11-08,2010-05-10,"Horizontal","CMG POOL 001 - 2WS,DUNV,CADOT,SPIRIT,MANN,NIK,CHARLK,MONTNY","PARAMOUNT RESOURCES LTD.",0.01,,0,0,0,0,0,,
"00/03-24-066-05W6/5","100032406605W605",54.735076,-118.625175,2810.8,4549,2011-11-08,2010-05-10,"Horizontal","CMG POOL 001 - 2WS,DUNV,CADOT,SPIRIT,MANN,NIK,CHARLK,MONTNY","PARAMOUNT RESOURCES LTD.",0.01,,0,0,0,0,0,,
"00/03-24-070-09W6/0","100032407009W600",55.057763,-119.198999,2528.47,5333,2014-10-08,2014-07-01,"Horizontal","MONTNEY DDD","ENCANA CORPORATION",0.01,,0,0,0,0,0,0,0
"00/03-25-070-09W6/0","100032507009W600",55.100019,-119.259981,2506.45,4445,2014-11-11,2014-07-04,"Horizontal","MONTNEY ZZ","ENCANA CORPORATION",0.01,,0,0,0,0,,,
"00/03-27-070-09W6/0","100032707009W600",55.072349,-119.265463,2577.33,4727,2011-06-20,2010-12-16,"Horizontal","MONTNEY Q","ENCANA CORPORATION",2550.85411025733,,1294.09307092634,1124.8470698192,893.768639312831,1624.97479404423,1303.27999098439,701.693792277209,876.710370618607
"00/03-27-075-06W6/0","100032707506W600",55.525567,-118.81032,1835.33,3846,2014-03-01,2014-02-05,"Horizontal","MONTNEY C","CANADIAN NATURAL RESOURCES LIMITED",0.01,,0,0,0,0,0,0,0
"00/03-28-063-04W6/0","100032806304W600",54.486955,-118.545981,3133.02,4563,2015-12-04,2015-02-12,"Horizontal","MONTNEY B","PARAMOUNT RESOURCES LTD.",0.01,,0,0,0,0,0,0,0
"00/03-28-064-04W6/2","100032806404W602",54.573611,-118.540199,2909.63,4312,2012-08-10,2012-05-24,"Horizontal","MONTNEY GG","XTO ENERGY CANADA",0.634545531169027,,0,0,0,,,,
"00/03-28-068-08W6/0","100032806808W600",54.911618,-119.163896,2918.09,2945,2009-04-17,2008-08-24,"Vertical","MONTNEY M","SINOPEC DAYLIGHT ENERGY LTD.",262.512048784991,,160.957123841865,,,,,,
"00/03-28-074-08W6/0","100032807408W600",55.448282,-119.162297,2160.93,3917,2015-12-13,2015-11-03,"Horizontal","MONTNEY A","KELT EXPLORATION LTD.",0.01,,0,0,0,0,,,
"00/03-29-077-10W6/0","100032907710W600",55.708859,-119.511325,2185.19,3659,2014-04-13,2014-02-13,"Horizontal","CMG POOL 012 - CADOMIN,BALDONNEL,HALFWAY,DOIG,MONTNEY","TAQA NORTH LTD.",38.4246075515986,,22.1887142371115,17.2808649708851,17.6914993860348,11.6276126632943,12.2978058550972,9.18853264714537,
"00/03-30-063-05W6/0","100033006305W600",54.473197,-118.742542,3237.05,3241,,2014-03-04,"Vertical",,"ORLEN UPSTREAM CANADA LTD.",907.563357077124,,741.348135505987,437.487329267416,437.422514702263,330.699340147128,268.217126874928,247.538763059422,
"00/03-30-066-06W6/2","100033006606W602",54.735503,-118.896219,3268,3268,2011-03-10,2001-01-18,"Vertical","MONTNEY NNN","CANADIAN NATURAL RESOURCES LIMITED",52.5440591989999,,2.54827192303949,0,0,0,0,0,0
"00/03-30-077-11W6/0","100033007711W600",55.710433,-119.731143,2248.14,5060,2014-03-28,2014-02-06,"Horizontal","MONTNEY T2T","BIRCHCLIFF ENERGY LTD.",71.1379408334492,,0,0,0,0,0,0,0
"00/03-31-076-06W6/2","100033107606W602",55.636695,-118.946602,1633.08,3584,2015-01-09,2014-10-29,"Horizontal","CHARLIE LAKE F3F","EXSHAW OIL CORP.",0.01,,0,0,0,0,0,0,0
"00/03-33-074-03W6/0","100033307403W600",55.462154,-118.395132,1618.68,2958,2010-10-17,2010-10-15,"Horizontal","DOIG B","LONG RUN EXPLORATION LTD.",824.597270479367,,0,0,0,0,0,1.61476480760491,
"00/03-35-077-12W6/0","100033507712W600",55.720022,-119.782065,2273.11,4775,2013-07-30,2013-04-22,"Horizontal","MONTNEY VVV","BIRCHCLIFF ENERGY LTD.",2.87708972586933,,0,0,0,0,,,
"00/03-36-064-06W6/0","100033606406W600",54.557713,-118.743365,3118.17,5856,2014-09-01,2014-05-03,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD.",305.400013667279,,0,0,0,0,0,0,
"00/04-02-066-03W6/3","100040206603W603",54.660831,-118.352277,2503.74,4570,2013-03-15,2013-02-22,"Horizontal","MONTNEY W","KELT EXPLORATION LTD.",52.7520877262576,,0,0,0,0,0,0,
"00/04-02-066-06W6/0","100040206606W600",54.663263,-118.77744,3099.56,5244,2014-09-05,2014-04-11,"Horizontal","MONTNEY T","NUVISTA ENERGY LTD.",414.222333352116,,,,,,,,
"00/04-02-067-05W6/0","100040206705W600",54.747061,-118.662233,2655.39,4860,2014-11-13,2014-03-30,"Horizontal","MONTNEY UUU","PARAMOUNT RESOURCES LTD.",37.1703359001246,,0,0,0,0,0,0,0
"00/04-02-067-05W6/2","100040206705W602",54.747061,-118.662233,2655.39,4860,2014-05-24,2014-03-30,"Horizontal","HALFWAY RRR","PARAMOUNT RESOURCES LTD.",1218.3009804474,,795.661294866738,443.738893691411,412.58215021397,437.058647694134,346.634992929069,399.746960180627,
"00/04-05-066-06W6/0","100040506606W600",54.662211,-118.846801,3191.02,5815,2014-06-09,2014-01-20,"Horizontal","MONTNEY U","NUVISTA ENERGY LTD.",0.01,,0,0,0,0,0,0,0
"00/04-06-067-04W6/0","100040606704W600",54.747755,-118.606833,2601.44,4392,2014-10-10,2014-05-03,"Horizontal","MONTNEY TTT","PARAMOUNT RESOURCES LTD.",0.01,,0,0,0,0,,,
"00/04-07-063-05W6/0","100040706305W600",54.444637,-118.745003,3488.12,5100,2014-12-12,2014-04-28,"Horizontal","MONTNEY UNDEFINED","HUSKY OIL OPERATIONS LIMITED",167.445989916653,,0,0,0,0,0,0,0
"00/04-08-070-10W6/0","100040807010W600",55.029978,-119.472378,2818.3,4500.2,,2012-05-31,"Horizontal","MONTNEY UNDEFINED","ENCANA CORPORATION",646.974242789905,,,,,,,,
"00/04-09-064-04W6/0","100040906404W600",54.527564,-118.576582,3004.48,4910,2013-09-27,2012-10-09,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD.",41998.1574350595,,,,,,,,
"00/04-09-069-09W6/0","100040906909W600",54.968332,-119.332743,2811.31,4501,2013-03-13,2013-02-17,"Horizontal","MONTNEY Y","CANADIAN NATURAL RESOURCES LIMITED",2.37976385105923,,0.0204674769389933,0,0,0,0,,
"00/04-09-070-08W6/0","100040907008W600",55.057763,-119.198545,2529.18,5290,2014-09-11,2012-07-14,"Horizontal","MONTNEY Z","ENCANA CORPORATION",13.4591590061357,,9.40986013003939,7.45516942467372,7.73284975493505,0.201349182294971,2.4077094475245,3.28542137358616,0
"00/04-10-066-05W6/0","100041006605W600",54.704936,-118.675663,2974.85,4232,2010-08-04,2010-03-16,"Horizontal","MONTNEY A","PARAMOUNT RESOURCES LTD.",169.988358448562,,0,0,0,,,,
"00/04-10-066-05W6/2","100041006605W602",54.704936,-118.675663,2882.36,4220,2015-02-03,2015-01-15,"Horizontal","MONTNEY A","PARAMOUNT RESOURCES LTD.",14.2572546179147,,0,0.258403554445922,0.0336001925175964,0,0,0,6.37714798925574
"00/04-13-075-12W6/0","100041307512W600",55.506382,-119.727372,2623.23,4050,2012-03-27,2011-10-17,"Horizontal","CMG POOL 019 - DOIG D,MONTNEY R","ENCANA CORPORATION",,,,,,,,,
"00/04-15-068-04W6/0","100041506804W600",54.864193,-118.497764,2359.22,5222,2015-09-03,2014-12-17,"Horizontal","MONTNEY JJJ","CANADIAN INTERNATIONAL OIL OPERATING CORP.",9.87886816032039,,0,0,0,0,0,0,
"00/04-16-065-03W6/0","100041606503W600",54.632407,-118.403773,2609.81,4148,2014-07-11,2014-03-02,"Horizontal","MONTNEY L","KELT EXPLORATION LTD.",50.3391506141937,,43.5838455099828,46.2376402067428,0,0,0,0,0
"00/04-17-063-04W6/0","100041706304W600",54.459534,-118.569944,3234.22,4797,2015-02-16,2014-06-03,"Horizontal","MONTNEY UNDEFINED","PARAMOUNT RESOURCES LTD.",1.98366509706497,,0,0,0,0,0,0,0
"00/04-17-065-03W6/0","100041706503W600",54.6339,-118.427024,2685.04,4188,2014-12-22,2014-11-12,"Horizontal","MONTNEY L","KELT EXPLORATION LTD.",7.597536926418,,6.65384000164033,6.72787475180813,3.64527529891965,2.5457654920484,1.34248041922578,1.04856458779765,1.52765013222244
"00/04-17-076-12W6/0","100041707612W600",55.568794,-119.812327,2384.9,4312,2014-07-22,2014-02-24,"Horizontal","COMMINGLED POOL 036","ADVANTAGE OIL & GAS LTD.",0.01,,0,0,0,0,0,0,0
"00/04-17-077-10W6/0","100041707710W600",55.68226,-119.517953,2165.94,3745,2015-01-08,2014-08-26,"Horizontal","CMG POOL 012 - CADOMIN,BALDONNEL,HALFWAY,DOIG,MONTNEY","INSIGNIA ENERGY LTD.",184.701013541889,,127.082078645265,98.3747695821901,,,,,
"00/04-18-065-05W6/2","100041806505W602",54.63248,-118.751193,3185.6,4647,2014-12-23,2011-08-19,"Horizontal","MONTNEY UNDEFINED","PARAMOUNT RESOURCES LTD.",92.1796420591265,,6.30962662596662,4.11300910443036,1.20651857251271,0.534782323378831,1.35632963486505,2.95475286653644,0
"00/04-18-077-10W6/0","100041807710W600",55.680114,-119.537887,1933.5,3402.9,2012-12-19,2011-10-31,"Horizontal","COMMINGLED POOL 034","TAQA NORTH LTD.",1283.41128077985,,0,0,0,0,,,
"00/04-19-063-05W6/0","100041906305W600",54.47312,-118.7566,3417.29,5123,2014-12-16,2014-08-12,"Horizontal","MONTNEY I","ORLEN UPSTREAM CANADA LTD.",1715.36778046994,,1071.84381200855,982.634598772324,987.863664350811,599.399976900827,482.537360172054,271.15056041208,274.307368947559
"00/04-19-064-04W6/0","100041906404W600",54.528319,-118.578202,2966.73,5360,2015-05-10,2014-12-27,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD.",178.522310542936,,153.72078820549,91.0087839251491,83.8628836123996,62.3446233815658,68.9034543221046,,
"00/04-20-065-03W6/0","100042006503W600",54.644743,-118.418294,2709.16,3901,2015-01-02,2014-11-05,"Horizontal","MONTNEY L","SINOPEC DAYLIGHT ENERGY LTD.",66.56298436818,,0,0,0,0,,,
"00/04-20-076-13W6/0","100042007613W600",55.594374,-119.985797,2505.26,2540,2006-02-10,2005-11-14,"Vertical","COMMINGLED POOL 036","ADVANTAGE OIL & GAS LTD.",15.8397689687422,,2.63505450316437,11.6004854284341,7.57656407620063,3.67650239290049,7.23999167722544,5.25059008408307,6.44390601228377
"00/04-21-073-08W6/0","100042107308W600",55.333955,-119.175335,2396.8,2396.8,2000-05-19,1998-04-04,"Vertical","MONTNEY C","CONOCOPHILLIPS CANADA ENERGY PARTNERSHIP",103.880208991126,,84.3349038916692,81.3618487456927,78.0708974399882,59.0960860455905,35.5536396595467,27.7062387472598,27.9801182112321
"00/04-22-063-05W6/0","100042206305W600",54.462229,-118.65426,3266.63,4700,2015-05-20,2014-07-13,"Horizontal","MONTNEY UNDEFINED","PARAMOUNT RESOURCES LTD.",155.677542446295,,59.889389195606,69.6365531220421,65.6532780816279,50.8070563803456,46.0603141018875,49.2528592702313,27.8032324064485
"00/04-23-065-03W6/2","100042306503W602",54.643302,-118.378769,2577.63,4796,2014-06-20,2014-03-21,"Horizontal","MONTNEY UNDEFINED","CANADIAN INTERNATIONAL OIL OPERATING CORP.",110.526274514816,,,,,,,,
"00/04-23-074-08W6/0","100042307408W600",55.436113,-119.126066,2160.41,3671,2013-02-15,2013-01-22,"Horizontal","MONTNEY A","KELT EXPLORATION LTD.",257.879844826625,,0,0,0,,,,
"00/04-23-075-06W6/0","100042307506W600",55.508091,-118.804953,1897.44,2997,2013-06-07,2013-04-05,"Horizontal","MONTNEY C","CANADIAN NATURAL RESOURCES LIMITED",28246.8620048459,,20662.3846283879,5528.87135853947,1096.9982854245,1121.20953442704,,,
"00/04-24-065-05W6/0","100042406505W600",54.633348,-118.625847,2988.61,2989,,2012-06-08,"Vertical",,"SEVEN GENERATIONS ENERGY LTD.",13.8169733721331,,13.2370446930654,0,0,0,,,
"00/04-24-066-05W6/0","100042406605W600",54.735227,-118.62556,2703.51,4305,2013-02-08,2011-02-21,"Horizontal","MONTNEY A","PARAMOUNT RESOURCES LTD.",187.484334409118,,0,0,0,0,,,
"00/04-24-069-07W6/2","100042406907W602",54.993707,-118.960351,2488.86,4347,,2015-02-08,"Horizontal","MONTNEY UNDEFINED","NUVISTA ENERGY LTD.",169.466685806667,,0,0,0,0,,,
"00/04-24-077-12W6/0","100042407712W600",55.694594,-119.754664,2264.75,4374,2014-10-10,2014-09-19,"Horizontal","MONTNEY UNDEFINED","BIRCHCLIFF ENERGY LTD.",124.41070641363,,6.52356968551255,6.38660987109571,,,,,
"00/04-25-067-07W6/0","100042506707W600",54.821913,-118.934429,3013,3013,,2014-08-15,"Vertical",,"NUVISTA ENERGY LTD.",87.8510893026022,,0,0,0,0.372619978181023,0,0,
"00/04-26-065-06W6/0","100042606506W600",54.633665,-118.776661,2992.89,5211,2015-07-20,2015-03-02,"Horizontal","MONTNEY UNDEFINED","NUVISTA ENERGY LTD.",0.01,,0,0,0,0,0,0,0
"00/04-27-063-05W6/0","100042706305W600",54.471468,-118.629677,3182.11,6147,2014-10-16,2014-06-28,"Horizontal","MONTNEY UNDEFINED","SEVEN GENERATIONS ENERGY LTD.",5.41550675056106,,2.76886586465318,2.25783019178126,2.25569520542011,1.35736379416177,1.43954033580669,2.69237785734232,
"00/04-27-065-06W6/2","100042706506W602",54.661898,-118.846744,3187.05,5284,2014-06-16,2014-03-04,"Horizontal","MONTNEY I","NUVISTA ENERGY LTD.",183.507374780421,,112.634808775713,94.1995708102693,141.385213213853,67.2744804873587,,,
"00/04-27-069-05W6/0","100042706905W600",54.991826,-118.661699,2271.43,3711,2015-11-01,2015-01-05,"Horizontal","MONTNEY UNDEFINED","INCEPTION EXPLORATION LTD.",107.720012112644,,0,0,,,,,
"00/04-27-070-09W6/0","100042707009W600",55.098826,-119.32335,2570.14,5240,2014-08-17,2014-04-10,"Horizontal","MONTNEY WW","ENCANA CORPORATION",19.1390843952112,,0,0,0,0,0,0,0
"00/04-27-077-12W6/0","100042707712W600",55.710029,-119.807068,2329.3,4776,2012-06-15,2012-02-03,"Horizontal","MONTNEY VVV","BIRCHCLIFF ENERGY LTD.",0.01,,0,0,0,0,0,,
"00/04-28-063-04W6/0","100042806304W600",54.48695,-118.54629,3137.72,4623,2015-12-04,2015-01-19,"Horizontal","MONTNEY B","PARAMOUNT RESOURCES LTD.",0.01,,0,,,,,,
"00/04-28-076-13W6/0","100042807613W600",55.615107,-119.97888,2340.19,3712,2011-05-03,2010-09-11,"Horizontal","COMMINGLED POOL 036","ADVANTAGE OIL & GAS LTD.",7.7722550586756,,0,0,0,0,0,,
"00/04-30-071-04W6/0","100043007104W600",55.184222,-118.604485,2032.22,3483,2009-10-14,2008-12-22,"Horizontal","MONTNEY I","CANAMAX ENERGY LTD.",19.8381616439396,,0,0,0,0,0,0,0
"00/04-30-077-11W6/0","100043007711W600",55.710523,-119.731146,2253.06,4740,2014-03-27,2014-02-27,"Horizontal","MONTNEY S2S","BIRCHCLIFF ENERGY LTD.",34.7273988240402,,22.1999799031225,20.6480143798707,24.2572324025624,22.5560279947168,26.7358786022756,22.9034000184475,20.9509755579293
"00/04-31-077-11W6/0","100043107711W600",55.721166,-119.731445,1994.57,4238,2014-06-28,2014-05-28,"Horizontal","CMG POOL 024 - DOIG U,NNN,MONTNEY I","BIRCHCLIFF ENERGY LTD.",,,,,,,,,
"00/04-31-077-12W6/0","100043107712W600",55.699232,-119.831522,2331.49,4169,2015-05-06,2015-02-24,"Horizontal","UNDEFINED POOL","BIRCHCLIFF ENERGY LTD.",0.588984183926226,,,,,,,,
"00/04-32-064-03W6/0","100043206403W600",54.557937,-118.425727,2832.44,4587,2013-08-20,2012-10-03,"Horizontal","MONTNEY BB","CANADIAN INTERNATIONAL OIL OPERATING CORP.",358.83540611245,,350.255032193499,266.180818588078,213.948984706088,179.439949704264,98.7466108173759,169.096429163138,
"00/04-33-063-06W6/0","100043306306W600",54.489654,-118.829131,3422.26,4760,2015-08-05,2013-03-07,"Horizontal","MONTNEY UNDEFINED","PARAMOUNT RESOURCES LTD.",0.0343875060084032,,0.0105518289471123,0.0145133018294679,0.0159230313000093,0.0181807135875453,0,0,0
"00/04-33-066-04W6/0","100043306604W600",54.736137,-118.550253,2628.32,4224,2014-10-23,2014-07-20,"Horizontal","MONTNEY XXX","PARAMOUNT RESOURCES LTD.",58.1853705031526,,3.25409799709385,0,0,0,0,0,0
"00/04-33-066-04W6/2","100043306604W602",54.736137,-118.550253,2628.32,4224,2014-11-12,2014-07-20,"Horizontal","GETHING UNDEFINED","PARAMOUNT RESOURCES LTD.",0.129254132266815,,0,0,0,0,0,0,0
"00/04-33-066-04W6/3","100043306604W603",54.736137,-118.550253,2628.32,4224,,2014-07-20,"Horizontal",,"PARAMOUNT RESOURCES LTD.",46118.2298416634,,18119.4582182904,,,,,,
"00/04-34-075-11W6/2","100043407511W602",55.536913,-119.607518,2473.98,3592,2010-04-06,2010-02-16,"Horizontal","MONTNEY T2T","ENCANA CORPORATION",159.056428182566,,7.16907492249803,0,0,0,5.7659679610999,1.23142148315482,
"00/04-35-065-03W6/2","100043506503W602",54.660831,-118.352277,2736.23,2782,,2013-02-22,"Vertical",,"KELT EXPLORATION LTD.",0.01,,0,0,0,0,0,0,0
"00/04-35-066-06W6/0","100043506606W600",54.75116,-118.780119,2826.76,4056,2015-04-03,2014-11-02,"Horizontal","MONTNEY UNDEFINED","PARAMOUNT RESOURCES LTD.",0.01,,0,0,0,0,0,0,0
"00/04-35-075-06W6/0","100043507506W600",55.53481,-118.802514,1757.03,2974,2011-03-15,2011-01-21,"Horizontal","MONTNEY C","CANADIAN NATURAL RESOURCES LIMITED",363.078752062219,,0,0,0,0,0,,
"00/04-35-077-12W6/0","100043507712W600",55.720066,-119.782204,2281.37,4188,2013-07-29,2013-05-09,"Horizontal","MONTNEY VVV","BIRCHCLIFF ENERGY LTD.",25.3153450482577,,0,0,0.0966366273144123,0,0,0,0
"00/05-01-077-11W6/0","100050107711W600",55.639404,-119.554438,2031.52,3059,2006-09-16,2006-07-10,"Horizontal","DOIG GG","CANADIAN NATURAL RESOURCES LIMITED",310.484014142952,,181.793406842896,117.443130635769,57.0620480048637,132.453082030577,,,
"00/05-02-066-06W6/0","100050206606W600",54.663566,-118.777158,3096.75,5636,2014-08-25,2014-05-16,"Horizontal","MONTNEY T","NUVISTA ENERGY LTD.",0.01,,0,0,0,0,0,0,0
"00/05-02-068-04W6/0","100050206804W600",54.831449,-118.473434,2410.14,5555,2015-12-28,2015-09-14,"Horizontal","MONTNEY UNDEFINED","CANADIAN INTERNATIONAL OIL OPERATING CORP.",0.0523044319178877,,0,0,0,0,0,0,0
"00/05-02-071-09W6/0","100050207109W600",55.119228,-119.275155,2675,2675,2005-10-12,2005-06-11,"Vertical","MONTNEY B","ENCANA CORPORATION",265.887942590257,,0,0,0,0,0,1.18039910299952,
